customer_id,ssn,name,birth_date,marital_status,income_bracket,signup_date,city,state,payment_method,acquisition_channel,credit_score,cancellation_date
4076,262-89-5138,Kimberly Harris,1968-12-18,Widowed,A,2001-05-01,North Michaelton,GU,Bank Slip,Online,342,
4077,243-85-1925,Shannon Fitzgerald,1999-11-29,Married,D,2025-03-24,Karentown,CA,Direct Debit,Online,347,
4078,565-71-6807,Katie Brown,1995-03-27,Widowed,B,2023-02-28,Davidfort,MS,Bank Slip,Partner,546,
4079,748-42-5461,Susan Stewart,2002-03-08,Widowed,C,2020-08-25,West Cassie,IA,Credit Card,Partner,826,
4080,328-48-5302,Jennifer Chan,1961-06-12,Widowed,B,1981-10-25,Guerreroport,VA,Credit Card,Telesales,325,
4081,861-09-1760,Angela Smith,1974-03-11,Married,B,2007-08-07,North Lauren,ID,Bank Slip,Online,627,
4082,178-20-3418,James Sharp,1956-11-12,Widowed,B,2013-12-14,Williamsshire,OH,Direct Debit,Physical Store,757,2025-01-17
4083,726-18-6980,Aaron Skinner,1945-12-01,Single,A,2012-02-02,East Susanton,OK,Credit Card,Telesales,735,
4084,570-71-0825,Anna Smith,2004-04-01,Married,C,2022-03-29,West Shannonbury,NV,Credit Card,Partner,579,
4085,321-50-2878,David Salazar,1965-06-05,Widowed,D,1997-08-05,Michaelborough,AR,Bank Slip,Online,531,1998-05-15
4086,096-65-9616,Bill Stokes,1987-05-02,Single,A,2013-04-28,East Matthewfurt,KS,Credit Card,Telesales,320,2020-01-02
4087,714-94-4725,Gina Hawkins PhD,1978-05-08,Married,A,2007-03-16,Port Andrewstad,KY,Credit Card,Online,618,2012-12-03
4088,119-86-9995,Deborah Clarke,1980-08-08,Divorced,C,2004-07-29,Melissastad,HI,Direct Debit,Online,363,
4089,105-75-1623,John Galloway,1969-10-11,Married,D,2010-08-29,Stephensonview,ME,Direct Debit,Online,620,
4090,501-67-4761,Jon Thompson,1999-06-25,Widowed,B,2019-12-25,South Philipmouth,FM,Bank Slip,Online,522,
4091,786-04-9885,David Parker,1995-09-11,Married,A,2024-11-15,Kingchester,IA,Direct Debit,Online,436,
4092,254-52-8979,Erika Stephens,1980-07-25,Single,D,2018-03-28,Edwardmouth,DC,Bank Slip,Physical Store,688,
4093,160-68-1963,Jimmy Choi,2003-12-28,Widowed,D,2022-01-15,Turnerland,WY,Bank Slip,Physical Store,667,
4094,389-10-0248,Tracy Garcia,1977-02-27,Single,D,2017-02-14,West Kelly,MP,Credit Card,Physical Store,660,
4095,160-68-9232,Tyrone Gonzalez,1977-01-22,Divorced,C,2017-03-30,Ryanhaven,AK,Direct Debit,Physical Store,671,2021-09-04
4096,577-62-8531,Nicholas Bird,1968-08-01,Widowed,B,1995-11-04,Daviston,CO,Credit Card,Physical Store,416,
4097,071-37-7453,Deborah Ramsey,1965-05-20,Divorced,D,2007-09-28,Harrisport,LA,Credit Card,Telesales,481,
4098,675-52-5766,Ethan Christian,1953-12-26,Married,B,1998-05-27,Lake Jason,PW,Direct Debit,Telesales,704,
4099,021-55-6632,Kelly Gray,1977-07-14,Single,A,2012-07-26,Santanahaven,VT,Credit Card,Physical Store,521,2012-10-13
4100,430-35-8566,Raven Schneider,1979-03-18,Divorced,D,2001-05-17,South Lisashire,VI,Credit Card,Online,669,2005-10-21
4101,503-15-8696,Regina Banks,1999-06-12,Divorced,C,2018-01-02,Lake Paulaport,IL,Bank Slip,Partner,638,
4102,429-30-5385,Thomas Sanchez,1966-05-07,Widowed,D,1985-11-20,Michaelshire,FL,Credit Card,Telesales,816,
4103,315-90-3241,Bruce Garcia,1981-06-27,Divorced,C,2006-04-15,Hollyside,AZ,Direct Debit,Partner,622,
4104,757-67-4699,Melissa Freeman,1950-03-15,Married,B,2015-12-23,Ashleybury,NE,Bank Slip,Physical Store,521,
4105,595-07-2096,Ernest Benjamin,1987-08-25,Married,A,2006-04-29,West Robert,MN,Direct Debit,Physical Store,316,2016-05-11
4106,852-22-7435,Melanie Diaz,1974-03-03,Widowed,B,2009-07-09,Ericmouth,PR,Credit Card,Telesales,340,
4107,798-31-2895,Joshua Stephens,1988-12-24,Single,C,2016-02-03,Cartermouth,FL,Direct Debit,Telesales,432,
4108,414-89-6018,Ariana Gonzalez,1996-05-06,Widowed,C,2024-07-04,West Jasonberg,NE,Direct Debit,Partner,587,
4109,868-08-9911,Benjamin Fowler MD,1961-01-20,Divorced,C,2006-02-23,Griffithside,HI,Credit Card,Telesales,553,2007-03-15
4110,712-40-6935,Carl Brown,1981-10-18,Divorced,C,2024-09-13,Port Edward,VT,Credit Card,Physical Store,320,
4111,028-67-6765,Yolanda Hale,1981-03-06,Married,D,2020-02-13,Wigginshaven,ME,Bank Slip,Partner,562,
4112,169-75-6629,Amanda Smith,1965-01-13,Married,A,2007-08-06,East Kevinburgh,NY,Bank Slip,Partner,333,
4113,871-51-9998,Michael Wolf,1983-12-07,Married,D,2023-09-17,West Calvin,TN,Bank Slip,Telesales,568,
4114,020-83-1901,Anna Molina,1953-10-21,Divorced,D,2011-11-20,Hodgeville,SC,Direct Debit,Telesales,714,
4115,115-15-4852,Melissa Mason,1953-11-08,Single,B,1992-04-03,Robertborough,WA,Credit Card,Online,616,
4116,810-20-8953,William Cooper,1994-05-29,Widowed,B,2017-08-14,Lake Nicholas,MI,Bank Slip,Online,432,
4117,711-89-1847,Michael Baker,1973-08-23,Divorced,A,2020-07-15,North Joshua,NJ,Credit Card,Partner,340,
4118,706-35-2451,Robert Cisneros,1973-05-21,Widowed,D,1994-10-07,Hinesfurt,MS,Credit Card,Partner,662,
4119,499-11-9035,Juan Anderson,1966-10-16,Married,D,2003-09-25,East Ericafort,MN,Bank Slip,Partner,596,
4120,481-16-5765,Stacy Hogan,1971-10-10,Married,C,2000-06-14,Donnachester,OK,Direct Debit,Telesales,739,
4121,873-08-6512,Judith Jones,1949-09-18,Single,C,2000-12-05,Michaelberg,DC,Direct Debit,Partner,436,
4122,137-41-7767,Amanda Knight,1994-07-19,Married,A,2014-08-10,North Sarahfurt,IL,Credit Card,Telesales,521,
4123,203-58-1764,Joseph Christian,1958-10-24,Divorced,D,2005-10-08,Cherylfort,NC,Direct Debit,Physical Store,753,
4124,345-68-9228,Thomas Cook,1956-07-24,Divorced,A,1979-05-22,Hannahport,ME,Bank Slip,Physical Store,741,
4125,188-85-2046,Ethan Ortiz,1999-10-23,Single,A,2019-08-13,Morsehaven,MH,Bank Slip,Telesales,628,2025-05-09
4126,358-12-4804,Sarah Johnson,1998-10-19,Divorced,A,2021-01-08,South Lisabury,MA,Credit Card,Telesales,540,
4127,371-94-0012,Jason Hammond,1987-11-29,Married,D,2016-06-09,Campbellside,AZ,Credit Card,Online,775,
4128,118-48-2849,Christopher Barton,1955-10-07,Divorced,A,1993-03-31,Yvonnetown,NY,Bank Slip,Telesales,483,
4129,069-87-9359,Melinda George,1965-12-11,Widowed,A,1994-07-10,North Susanborough,MS,Bank Slip,Online,497,
4130,126-42-6650,Kimberly Ward,1990-01-31,Married,C,2012-04-23,Lake Tonyamouth,CO,Direct Debit,Partner,445,2015-01-29
4131,557-12-0235,Patricia Jacobs,1952-10-05,Widowed,A,1989-03-15,East Kevin,WA,Credit Card,Partner,584,
4132,744-90-8865,Trevor Sanders,1953-10-06,Widowed,D,1987-11-05,Brownview,VI,Bank Slip,Partner,774,2021-09-09
4133,274-52-8073,Leslie Roach,1981-01-19,Married,D,2002-01-17,New Brianville,SD,Bank Slip,Telesales,410,
4134,212-92-3077,Timothy Walker,1969-01-24,Single,C,2016-02-08,Greenechester,CA,Credit Card,Physical Store,721,
4135,716-87-6511,Anthony Edwards,2007-04-06,Widowed,A,2025-05-25,North Linda,IL,Bank Slip,Partner,360,
4136,353-09-4366,Brianna Romero,1964-12-18,Widowed,A,2011-06-19,New Joshua,TN,Direct Debit,Online,385,
4137,585-67-9694,Thomas Medina,1986-11-28,Married,A,2020-10-15,East Ronald,WA,Credit Card,Telesales,526,
4138,313-91-8198,Travis Lewis,2006-03-10,Single,C,2024-10-04,Richardshire,NY,Bank Slip,Physical Store,688,
4139,236-98-9812,Lisa Espinoza,1974-07-21,Single,A,2003-07-15,Ronaldshire,PR,Credit Card,Online,346,
4140,807-49-0181,Michael Scott,1945-07-04,Divorced,A,1993-10-18,Port Heather,OR,Bank Slip,Telesales,367,
4141,078-23-5373,Emily Morgan,1994-10-09,Divorced,B,2014-06-07,Duncanland,GU,Bank Slip,Online,539,
4142,531-25-8241,Eric Henderson,1983-07-31,Married,B,2011-01-13,Desireeview,SD,Direct Debit,Online,784,
4143,329-17-1264,Michael Taylor,2004-11-11,Divorced,A,2023-06-24,Candaceberg,AS,Credit Card,Partner,766,
4144,375-73-7789,Charles Smith,1994-05-15,Divorced,D,2019-03-23,Dawnmouth,CT,Direct Debit,Online,321,
4145,292-99-1916,Jessica Frederick,1986-06-20,Widowed,B,2012-11-25,East Catherineborough,NJ,Direct Debit,Physical Store,727,2014-12-21
4146,426-44-0171,Steven Johnson,1992-10-01,Married,D,2011-02-27,Jessicaberg,AK,Direct Debit,Telesales,644,
4147,140-35-7526,Joseph Long,1952-03-01,Divorced,B,2016-02-27,Seanville,AZ,Credit Card,Telesales,490,
4148,723-13-4058,Alec Knight,1954-06-10,Widowed,D,2024-11-14,Kyleland,NH,Direct Debit,Physical Store,663,
4149,621-24-8956,Alice Walsh,2001-09-19,Widowed,B,2020-03-28,Lisaburgh,AL,Direct Debit,Online,402,
4150,705-09-9033,Mr. Joe Henry,1991-07-21,Married,B,2024-11-15,Emilyshire,TN,Credit Card,Physical Store,444,2025-01-16
4151,596-52-8855,Michael Rivera,1945-06-17,Widowed,B,1993-06-26,Kellyshire,PR,Bank Slip,Online,334,
4152,503-98-1610,Shelia Nguyen,1999-05-24,Single,B,2019-09-17,New Jennifer,DE,Bank Slip,Online,312,
4153,248-33-8550,Tammy Richardson,1952-08-08,Single,C,1976-05-16,Patriciaburgh,VA,Bank Slip,Telesales,634,2004-07-14
4154,044-31-8115,Christopher Green,1989-12-22,Widowed,C,2025-05-02,Jordanhaven,CT,Direct Debit,Online,585,
4155,697-07-7446,Anthony Wilson,1976-06-11,Married,D,2013-06-13,Michaelberg,VI,Direct Debit,Online,524,
4156,188-23-7237,Dan Leach,1995-01-06,Widowed,A,2017-04-09,North Richardport,MI,Bank Slip,Online,816,
4157,015-87-6273,Melissa Jackson,1964-12-25,Divorced,A,1989-05-23,Shauntown,NJ,Direct Debit,Telesales,385,
4158,449-09-0524,Brian Snyder,1954-04-03,Divorced,D,2005-04-30,North Mistymouth,ME,Direct Debit,Partner,359,
4159,196-53-6231,Bryan Cardenas,1961-07-18,Single,C,1986-01-25,Erikbury,MH,Direct Debit,Telesales,530,
4160,622-62-9806,Linda Hoffman,1948-11-27,Widowed,D,2010-11-02,Lake Louisborough,SD,Direct Debit,Online,743,
4161,433-41-0184,William Harris,1998-08-30,Married,A,2025-03-31,Port Ryan,MT,Direct Debit,Partner,538,
4162,881-37-0202,James Munoz,1949-10-27,Widowed,A,1993-11-22,North Morganfort,CT,Bank Slip,Telesales,325,
4163,157-31-1532,Jason Lawson,1974-10-18,Widowed,D,2018-07-03,New Laurieport,SD,Bank Slip,Online,693,2024-09-07
4164,313-05-0179,Alexander Heath,1949-02-13,Widowed,B,1999-08-12,Jordanmouth,WA,Credit Card,Partner,304,
4165,363-10-3246,Michael Lee,1982-04-05,Single,A,2015-06-03,Hobbshaven,AS,Direct Debit,Online,722,2022-04-15
4166,773-44-2026,Dr. Jessica Abbott PhD,2000-05-17,Widowed,D,2022-05-18,Ramireztown,MO,Bank Slip,Partner,662,
4167,550-08-0342,Amber James,1973-09-12,Divorced,D,2011-03-31,Richardland,CO,Credit Card,Telesales,325,
4168,899-03-4929,Stacey Cooper,1951-11-20,Divorced,C,2021-11-20,New Justinfurt,CA,Credit Card,Online,627,
4169,032-84-7399,Laura Freeman,1965-11-21,Married,A,2013-09-28,Chavezfort,CT,Direct Debit,Physical Store,415,
4170,450-35-6165,Rodney Tucker,1974-08-08,Divorced,B,2016-05-05,East Kevintown,HI,Direct Debit,Online,421,
4171,158-32-7555,Carol Brooks,1960-06-19,Single,C,1988-05-03,Lake Jeffrey,VT,Credit Card,Telesales,640,
4172,875-53-9743,Nicholas Howell,1958-05-23,Single,B,1983-12-01,South Brenda,NC,Direct Debit,Telesales,534,
4173,229-63-6747,Brittany Simpson,1953-12-30,Widowed,D,1993-03-04,New Cynthia,IN,Direct Debit,Telesales,313,
4174,330-64-6131,Bradley Burke,1993-09-15,Widowed,C,2022-01-21,South Kathrynport,IA,Bank Slip,Partner,783,2022-10-17
4175,228-38-3869,Joseph Cook,2001-03-21,Divorced,B,2024-05-26,Kellystad,MP,Bank Slip,Physical Store,596,
4176,161-15-9664,Michael Gonzalez,1967-08-27,Divorced,A,2016-07-24,Port Robin,CT,Credit Card,Online,441,
4177,340-76-5015,Matthew Roberson,1974-02-10,Widowed,B,2021-05-13,Shellyburgh,IA,Credit Card,Online,416,
4178,361-20-3167,Anthony Fowler DDS,1995-04-17,Widowed,B,2016-05-26,South Sheryl,PW,Credit Card,Partner,579,
4179,135-55-1735,Jennifer Randolph,1962-03-21,Widowed,C,1982-08-08,Danielsland,MT,Credit Card,Online,494,
4180,788-46-3074,Jose Martinez,1998-01-30,Married,A,2022-07-03,Adamton,RI,Direct Debit,Online,423,
4181,454-60-3530,Tara Morris,1986-08-13,Widowed,B,2023-02-21,New Gerald,ME,Credit Card,Physical Store,309,
4182,893-96-3317,Richard Long,1945-07-24,Single,B,1974-10-07,Gregoryburgh,FM,Bank Slip,Physical Store,555,
4183,683-88-8293,Nathan Green,2001-10-21,Widowed,C,2023-04-08,Mollychester,AR,Bank Slip,Telesales,614,
4184,599-22-3203,Sandra Larson,1952-10-12,Single,B,1994-02-24,Hendersonmouth,DC,Direct Debit,Online,440,
4185,652-72-8251,Daniel Saunders,1957-04-27,Widowed,B,2014-12-19,Hurleytown,ND,Bank Slip,Partner,553,
4186,218-99-9216,Jennifer Garcia,1961-10-22,Single,C,1993-08-18,New Matthewfurt,AK,Credit Card,Partner,499,
4187,141-66-6599,Tina Mays,1952-12-22,Single,C,2025-03-03,Yvonnetown,CA,Credit Card,Partner,330,
4188,534-50-6639,Kim Hopkins,1982-08-24,Widowed,A,2022-03-05,Martinside,KS,Credit Card,Online,478,
4189,651-85-0600,Jonathan Martin,2004-03-26,Divorced,D,2022-04-12,Joshuaberg,FL,Bank Slip,Physical Store,782,
4190,803-86-1208,Michaela Ford,1978-10-08,Divorced,A,2020-08-03,Samuelberg,ME,Credit Card,Online,757,2024-11-16
4191,728-91-7048,Karen Miller,1987-11-18,Single,D,2006-08-20,South Edward,SC,Bank Slip,Physical Store,381,
4192,387-38-2915,Nicole Rivera,1997-10-18,Married,B,2019-05-19,Jordanhaven,WI,Bank Slip,Physical Store,828,
4193,808-26-0140,William Smith,1957-07-22,Widowed,C,1985-09-18,Tannerborough,MS,Direct Debit,Telesales,675,
4194,715-80-3896,Michael Rodriguez,1979-04-02,Married,B,2002-07-21,Robertsmouth,TN,Credit Card,Physical Store,584,
4195,759-26-5333,Cynthia Randolph,1971-03-07,Married,B,2019-09-08,South Deborahland,OR,Credit Card,Online,792,
4196,623-74-2484,Stephanie Coleman,1970-12-24,Married,D,2017-08-28,Port Mitchellburgh,KY,Direct Debit,Online,300,
4197,295-75-2623,Michael Ramirez,1970-06-11,Divorced,D,2003-05-30,East Robertfort,IA,Direct Debit,Physical Store,820,
4198,353-58-7329,Tyler Peterson DDS,1977-10-31,Widowed,A,2021-10-29,North Josephstad,MN,Credit Card,Physical Store,788,
4199,705-41-6100,Caleb Holland,1991-01-15,Divorced,C,2020-03-06,Port Ashley,VT,Direct Debit,Physical Store,835,
4200,625-43-1052,Dr. Anthony Rose MD,1986-01-06,Single,D,2007-10-23,Smithview,NV,Direct Debit,Physical Store,467,
4201,874-09-5100,Terry Brown,1955-03-07,Married,D,1987-01-20,New Blakestad,MD,Bank Slip,Telesales,600,
4202,700-81-9768,Melissa Lee,1981-12-10,Married,C,2016-02-04,Brownside,MT,Credit Card,Partner,330,
4203,829-46-0267,Victoria Dunn,1968-05-20,Single,C,1990-03-04,Crystalton,KS,Credit Card,Online,433,
4204,195-87-6523,Jacqueline Lin,1990-06-24,Divorced,B,2018-07-16,North Matthew,LA,Credit Card,Telesales,835,
4205,315-34-3978,Ronald Snyder,1947-11-20,Widowed,D,2017-11-27,North Noahchester,WY,Direct Debit,Partner,679,
4206,502-17-2742,Stephanie Webster,2005-07-29,Married,A,2025-02-08,Cruzland,NE,Credit Card,Telesales,351,
4207,610-40-6268,Andrea Howard,1975-10-20,Single,C,2024-10-30,North Teresaborough,TX,Credit Card,Physical Store,707,2025-04-15
4208,369-90-2333,Norman Anderson,1992-04-27,Widowed,D,2017-02-07,Port Richard,VI,Credit Card,Online,384,
4209,801-53-2372,Jeffrey Parks,1985-04-19,Divorced,A,2025-04-01,Lake Krystal,DC,Bank Slip,Online,333,
4210,502-53-5755,Timothy Patton,1990-12-18,Divorced,D,2009-05-14,Timothytown,GA,Credit Card,Online,376,
4211,836-20-2005,Elizabeth Melton,1976-11-25,Widowed,A,2006-11-28,South Andrewville,OR,Bank Slip,Physical Store,354,
4212,543-58-6776,Richard Burns,2001-07-20,Widowed,A,2021-09-18,Dannytown,UT,Bank Slip,Physical Store,531,
4213,346-91-9699,Sarah Baker,1944-11-16,Widowed,D,2002-10-06,Michelleview,AR,Direct Debit,Partner,519,
4214,005-06-9790,Ann Larsen,2002-02-22,Single,A,2024-09-07,Beardshire,IL,Direct Debit,Online,535,2025-02-02
4215,100-94-4205,Steven Harmon,2003-05-05,Divorced,C,2021-07-27,Myerstown,AR,Direct Debit,Online,536,
4216,057-30-8148,Mary West,2002-11-09,Married,C,2021-09-17,Jamesmouth,FL,Credit Card,Telesales,823,
4217,767-15-1262,Juan Mason,1986-01-20,Divorced,B,2014-12-14,East Ashley,DE,Credit Card,Telesales,587,
4218,371-89-6276,Kevin Craig,1973-09-29,Single,C,2022-03-29,Port Dennisside,CA,Credit Card,Telesales,635,2023-08-15
4219,128-90-1653,Cheryl Campbell,1950-11-08,Married,D,2023-03-18,New Ronald,IA,Credit Card,Online,330,
4220,855-96-3956,Jasmine Campbell,1955-03-08,Married,A,2022-01-29,North Joseph,MH,Bank Slip,Partner,319,
4221,568-92-2105,Robert Burgess,1985-04-13,Divorced,D,2019-06-25,Port Amanda,NE,Credit Card,Telesales,626,
4222,876-43-0975,Cynthia Johnson,1978-04-26,Married,B,2014-01-19,Port Nicole,LA,Direct Debit,Physical Store,760,
4223,025-50-3264,Luis Hernandez,1944-06-26,Widowed,C,2018-04-14,South Timothy,LA,Bank Slip,Physical Store,579,2023-11-23
4224,057-74-6039,Garrett Keller,2006-05-19,Divorced,B,2025-05-19,West Jonville,UT,Direct Debit,Telesales,413,
4225,151-35-3928,Eric Flynn,1980-06-01,Divorced,C,2022-10-25,West Jennifer,WA,Bank Slip,Physical Store,587,
4226,182-73-5046,Lori Harris,1978-02-16,Divorced,D,2018-06-27,Seanshire,IN,Credit Card,Online,723,2020-07-27
4227,320-09-3233,Lauren Flynn,1990-12-08,Single,D,2022-11-18,North Joshua,IA,Credit Card,Online,353,
4228,493-90-9797,Kristin Freeman,1996-04-03,Widowed,C,2020-02-21,South Stephenhaven,LA,Bank Slip,Telesales,424,2021-06-06
4229,332-77-3275,Marcus Hawkins,1952-08-12,Divorced,D,1994-06-17,Hannahside,NY,Credit Card,Online,436,
4230,537-36-1404,Vanessa Garcia,1993-05-14,Widowed,C,2017-07-09,East Bryan,NH,Credit Card,Online,335,
4231,477-68-9887,Julie Clark,1999-06-21,Widowed,B,2018-06-06,Harrisside,NC,Credit Card,Telesales,647,
4232,625-37-1657,Lori Ruiz,1969-01-16,Divorced,D,1987-06-25,Lake April,MH,Credit Card,Online,506,
4233,643-32-9725,Christopher Stein,1982-10-22,Married,A,2015-11-30,North Evelynfurt,VA,Credit Card,Online,737,
4234,312-07-2489,Rachel Lee,2001-10-01,Married,B,2020-06-10,Moorestad,VA,Bank Slip,Online,777,
4235,548-17-2229,Zoe Reed,1993-03-02,Widowed,A,2014-04-14,Josephville,AL,Direct Debit,Partner,497,
4236,788-70-4670,Karen Hess,2004-08-19,Divorced,A,2023-02-17,New Marcia,NY,Bank Slip,Telesales,389,2023-12-23
4237,561-84-6440,Beverly White,1955-03-17,Widowed,C,1983-09-26,West Sarahshire,VA,Bank Slip,Physical Store,736,
4238,124-35-3589,Tony Jacobson,1971-07-14,Single,B,1997-06-27,West Brittany,NJ,Direct Debit,Physical Store,751,
4239,294-60-6914,Sarah Wong,1951-07-26,Married,D,2005-06-26,North Bettyport,HI,Bank Slip,Telesales,641,
4240,263-84-8227,Betty Nelson,1980-01-22,Widowed,C,1999-09-19,Olsonberg,CO,Bank Slip,Physical Store,642,
4241,442-28-8886,William Murray,1976-02-29,Single,A,2017-01-03,Gutierrezberg,ID,Bank Slip,Online,398,2018-01-14
4242,739-17-0856,Sabrina Olson,1968-10-20,Single,A,2018-10-20,North Mitchellhaven,MA,Credit Card,Telesales,593,2022-06-04
4243,598-42-9319,April Harris,1976-12-08,Widowed,C,1999-03-21,Port Larry,NY,Direct Debit,Physical Store,344,
4244,781-66-7214,Margaret Murray,1962-09-25,Divorced,C,1985-01-15,Herreraton,TX,Direct Debit,Online,518,
4245,141-39-6720,Lauren Clark,1981-07-26,Widowed,C,2019-02-24,New Johnmouth,MT,Direct Debit,Online,549,2019-07-01
4246,810-39-9924,April Garcia,1963-12-20,Divorced,B,2003-01-04,East Kristinshire,PW,Direct Debit,Partner,306,
4247,008-39-6912,Cheryl Castillo,1949-01-08,Single,D,1975-04-11,North Thomas,AK,Direct Debit,Online,325,
4248,002-90-9809,Hunter Burns,2006-11-18,Married,A,2024-11-27,Westmouth,SC,Direct Debit,Telesales,627,
4249,763-42-9276,Janet Carr,1971-10-29,Single,C,2000-05-29,West Stacey,WI,Bank Slip,Physical Store,779,2003-02-13
4250,601-93-9439,Dylan Bennett,1993-10-02,Married,C,2023-08-14,East Ana,LA,Bank Slip,Online,814,
4251,799-28-2375,Mr. Louis Vance DDS,1976-07-14,Divorced,D,2010-10-23,North Mary,VI,Direct Debit,Telesales,512,
4252,399-76-4738,Katie Zuniga,1983-10-26,Widowed,D,2003-05-06,Schneidermouth,ND,Credit Card,Online,409,
4253,351-21-7400,Amanda Williams,1962-03-14,Single,C,2017-05-13,Annashire,HI,Bank Slip,Physical Store,590,
4254,452-94-8818,Christopher Walsh,1968-12-16,Single,B,1991-08-21,Joshuaport,GA,Credit Card,Physical Store,818,
4255,171-44-3967,Matthew Hartman,1962-09-11,Married,B,2016-07-04,Michaelborough,IN,Credit Card,Partner,828,
4256,734-64-6811,Emily Mclean,1975-03-11,Married,C,2006-05-18,Danielland,MH,Credit Card,Physical Store,441,
4257,053-98-7149,Casey Lewis,1948-04-09,Widowed,C,1997-05-02,Joshuaport,AR,Bank Slip,Partner,460,
4258,458-05-5612,Kimberly Mcdonald,1990-06-01,Married,D,2009-11-27,Klineland,VA,Direct Debit,Partner,394,
4259,687-26-9518,James Newton,1993-07-05,Divorced,D,2015-02-21,South Sandra,TN,Credit Card,Partner,483,
4260,311-47-4200,Alan Cruz,1959-07-18,Divorced,B,2023-05-30,South Rachel,NC,Direct Debit,Telesales,698,
4261,728-01-1892,Melissa Pruitt,1948-09-19,Married,A,1974-06-24,New Adrian,NC,Credit Card,Partner,721,
4262,678-45-7839,Daniel Foley,1977-02-28,Married,A,2015-05-27,Robertstown,VI,Bank Slip,Online,613,
4263,548-10-8732,Shelly Montes,1970-10-07,Single,C,2014-03-01,Robertton,OH,Credit Card,Online,814,
4264,859-39-0295,Heather Edwards,1989-12-23,Married,D,2013-05-02,West Howardmouth,HI,Credit Card,Physical Store,474,
4265,240-27-8396,Edward Harris,1958-01-27,Divorced,C,1985-01-02,North Williamchester,MD,Bank Slip,Partner,314,
4266,789-72-5796,Wendy Coleman,1987-10-04,Widowed,C,2013-02-26,East Steven,NJ,Credit Card,Telesales,664,
4267,081-82-9790,Michael May,1952-09-02,Widowed,B,1975-10-12,North Jimmytown,ID,Direct Debit,Online,561,
4268,676-88-3854,Edward Bryant,1968-05-27,Widowed,B,1996-11-13,Fitzgeraldchester,VA,Bank Slip,Online,579,
4269,255-92-0765,Jose Rodriguez,1957-01-23,Divorced,B,1990-07-28,South Donborough,NE,Direct Debit,Online,431,
4270,839-93-6172,Amy Warren,1958-01-31,Divorced,D,2015-12-31,East Annettefort,MO,Credit Card,Physical Store,407,
4271,514-68-6633,Sheila Chan,1987-05-21,Widowed,A,2009-12-16,Aguilarmouth,ID,Bank Slip,Online,515,
4272,535-63-4198,William Campbell,1962-08-19,Married,B,2010-06-23,New Rebeccaland,VI,Direct Debit,Online,811,
4273,480-45-5778,Richard Jensen,1983-02-18,Divorced,A,2014-12-25,Mauricefurt,GA,Direct Debit,Partner,727,
4274,681-57-5672,Sarah Garrett,1957-10-07,Widowed,A,1996-07-17,Pattytown,UT,Credit Card,Partner,562,
4275,810-58-5167,Willie Thomas,1978-11-20,Single,C,2012-07-11,South Ryanland,NH,Direct Debit,Partner,808,
4276,585-05-8815,Brittany Martinez,1986-01-02,Single,B,2022-04-21,Lawrenceport,MN,Credit Card,Telesales,389,2024-11-13
4277,219-66-2979,Lisa Holmes,1953-03-03,Married,C,2013-10-09,North Kerrishire,FL,Bank Slip,Telesales,338,2022-12-02
4278,036-64-7968,Jennifer Fleming,1998-05-12,Widowed,D,2017-07-09,Rossfort,TX,Credit Card,Partner,707,2023-10-08
4279,306-54-2916,Steven Chavez,1990-10-31,Divorced,B,2011-11-03,Paigechester,GA,Bank Slip,Partner,711,
4280,648-87-0234,Tammy Brown,1984-04-11,Single,B,2017-04-27,Jessicaton,OR,Direct Debit,Telesales,667,
4281,496-14-2652,Kristi Callahan,1972-05-04,Divorced,B,2004-02-07,North Charles,OR,Direct Debit,Online,430,
4282,290-66-2045,Jacqueline Downs,1960-01-02,Divorced,A,1989-07-30,Abigailview,WI,Direct Debit,Physical Store,478,
4283,329-08-3477,Christopher Jarvis,1981-10-23,Married,A,2022-06-29,West Erica,HI,Direct Debit,Physical Store,315,
4284,386-28-3875,Heather Underwood,1995-10-21,Single,A,2017-07-22,East Mariaberg,CO,Direct Debit,Physical Store,446,
4285,418-93-4830,Nathaniel Shaffer,2002-08-03,Single,D,2021-03-13,Barbaraborough,AK,Bank Slip,Telesales,616,
4286,547-70-5342,Jennifer Lucas,1974-11-25,Widowed,B,2009-01-17,Antonioton,PW,Direct Debit,Physical Store,453,
4287,167-11-5898,Dylan Greer,1971-02-22,Divorced,A,1989-10-04,Brentborough,MD,Credit Card,Physical Store,495,
4288,482-01-2660,Lisa Thompson,1957-11-11,Single,D,2019-06-16,Romeroville,OR,Bank Slip,Partner,526,
4289,528-06-1443,Regina Perez,1999-11-23,Married,D,2025-01-16,East Georgefurt,IN,Direct Debit,Telesales,820,
4290,534-08-8460,James Martinez,1946-01-05,Widowed,C,2023-04-29,North Roberto,MN,Direct Debit,Physical Store,487,
4291,061-04-2245,Diane Gonzalez,2002-10-31,Widowed,A,2021-04-07,Suzanneland,MO,Bank Slip,Telesales,471,
4292,245-52-3503,Austin Morgan,1963-12-07,Divorced,B,2019-09-07,East Robin,PA,Credit Card,Partner,684,
4293,896-85-1286,Mr. Manuel Gonzalez,1953-09-30,Single,C,1982-11-28,New Thomas,HI,Bank Slip,Physical Store,377,
4294,047-07-5313,Mrs. Haley Thompson,1956-07-15,Single,A,1992-04-05,New Riley,VI,Bank Slip,Online,497,
